"Strategies","left","rope","right"
"BR+-XGB x PruDent-XGB",0.65,0.35,0
"BR+-XGB x RDBR-XGB",0,1,0
"CC-C5.0 x BR-LR",0,0,1
"CC-C5.0 x BR-RF",0,0,1
"CC-C5.0 x BR-SVM",0,0,1
"CC-C5.0 x BR-SVMt",0.01,0,0.99
"CC-C5.0 x BR-XGB",0,0,1
"CC-C5.0 x BR+-LR",0,0,1
"CC-C5.0 x BR+-RF",0,0,1
"CC-C5.0 x BR+-SVM",0,0,1
"CC-C5.0 x BR+-SVMt",0,0,1
"CC-C5.0 x BR+-XGB",0,0,1
"CC-C5.0 x CC-LR",0,0,1
"CC-C5.0 x CC-RF",0,0,1
"CC-C5.0 x CC-SVM",0,0,1
"CC-C5.0 x CC-SVMt",0,0,1
"CC-C5.0 x CC-XGB",0,0,1
"CC-C5.0 x DBR-C5.0",0.64,0.36,0
"CC-C5.0 x DBR-LR",0,0,1
"CC-C5.0 x DBR-RF",0,0,1
"CC-C5.0 x DBR-SVM",0,0,1
"CC-C5.0 x DBR-SVMt",0,0,1
"CC-C5.0 x DBR-XGB",0,0,1
"CC-C5.0 x EBR-C5.0",0.1,0,0.9
"CC-C5.0 x EBR-LR",0.31,0,0.69
"CC-C5.0 x EBR-RF",0.02,0,0.98
"CC-C5.0 x EBR-SVM",0.08,0,0.92
"CC-C5.0 x EBR-SVMt",0.07,0,0.93
"CC-C5.0 x EBR-XGB",0,0,1
"CC-C5.0 x ECC-C5.0",0.02,0,0.98
"CC-C5.0 x ECC-LR",0.24,0,0.76
"CC-C5.0 x ECC-RF",0.01,0,0.99
"CC-C5.0 x ECC-SVM",0.04,0,0.96
"CC-C5.0 x ECC-SVMt",0.05,0,0.95
"CC-C5.0 x ECC-XGB",0,0,1
"CC-C5.0 x MBR-C5.0",0.96,0.04,0
"CC-C5.0 x MBR-LR",0,0,1
"CC-C5.0 x MBR-RF",0,0,1
"CC-C5.0 x MBR-SVM",0,0,1
"CC-C5.0 x MBR-SVMt",0.02,0,0.98
"CC-C5.0 x MBR-XGB",0,0,1
"CC-C5.0 x NS-C5.0",0,0.99,0.01
"CC-C5.0 x NS-LR",0,0,1
"CC-C5.0 x NS-RF",0,0,1
"CC-C5.0 x NS-SVM",0,0,1
"CC-C5.0 x NS-SVMt",0,0,1
"CC-C5.0 x NS-XGB",0,0,1
"CC-C5.0 x PruDent-C5.0",0.82,0.18,0
"CC-C5.0 x PruDent-LR",0,0,1
"CC-C5.0 x PruDent-RF",0,0,1
"CC-C5.0 x PruDent-SVM",0,0,1
"CC-C5.0 x PruDent-SVMt",0,0,1
"CC-C5.0 x PruDent-XGB",0,0,1
"CC-C5.0 x RDBR-C5.0",0,0.99,0.01
"CC-C5.0 x RDBR-LR",0,0,1
"CC-C5.0 x RDBR-RF",0,0,1
"CC-C5.0 x RDBR-SVM",0,0,1
"CC-C5.0 x RDBR-SVMt",0,0,1
"CC-C5.0 x RDBR-XGB",0,0,1
"CC-LR x BR-RF",0.2,0.01,0.79
"CC-LR x BR-SVM",0.01,0.99,0
"CC-LR x BR-SVMt",0.12,0.86,0.02
"CC-LR x BR-XGB",0.52,0.19,0.3
"CC-LR x BR+-RF",0.08,0.03,0.89
"CC-LR x BR+-SVM",0,1,0
"CC-LR x BR+-SVMt",0,0.81,0.18
"CC-LR x BR+-XGB",0.08,0.19,0.73
"CC-LR x CC-RF",0.12,0.04,0.84
"CC-LR x CC-SVM",0,1,0
"CC-LR x CC-SVMt",0.01,0.95,0.04
"CC-LR x CC-XGB",0.35,0.03,0.62
"CC-LR x DBR-LR",0,1,0
"CC-LR x DBR-RF",0.12,0,0.87
"CC-LR x DBR-SVM",0,1,0
"CC-LR x DBR-SVMt",0.01,0.94,0.04
"CC-LR x DBR-XGB",0.17,0.1,0.73
"CC-LR x EBR-LR",1,0,0
"CC-LR x EBR-RF",0.96,0,0.04
"CC-LR x EBR-SVM",1,0,0
"CC-LR x EBR-SVMt",0.98,0,0.02
"CC-LR x EBR-XGB",0.88,0,0.12
"CC-LR x ECC-LR",1,0,0
"CC-LR x ECC-RF",0.91,0,0.09
"CC-LR x ECC-SVM",1,0,0
"CC-LR x ECC-SVMt",0.97,0,0.03
"CC-LR x ECC-XGB",0.68,0,0.32
"CC-LR x MBR-LR",0.01,0.99,0
"CC-LR x MBR-RF",0.19,0.01,0.8
"CC-LR x MBR-SVM",0.01,0.99,0
"CC-LR x MBR-SVMt",0.06,0.93,0.01
"CC-LR x MBR-XGB",0.52,0.17,0.31
"CC-LR x NS-LR",0,1,0
"CC-LR x NS-RF",0.09,0.01,0.9
"CC-LR x NS-SVM",0,1,0
"CC-LR x NS-SVMt",0.08,0.38,0.54
"CC-LR x NS-XGB",0.2,0.24,0.56
"CC-LR x PruDent-LR",0,1,0
"CC-LR x PruDent-RF",0.15,0.01,0.84
"CC-LR x PruDent-SVM",0,1,0
"CC-LR x PruDent-SVMt",0,1,0
"CC-LR x PruDent-XGB",0.43,0.29,0.28
"CC-LR x RDBR-LR",0,0.99,0.01
"CC-LR x RDBR-RF",0.07,0.02,0.91
"CC-LR x RDBR-SVM",0,1,0
"CC-LR x RDBR-SVMt",0.01,0.51,0.48
"CC-LR x RDBR-XGB",0.06,0.13,0.82
"CC-RF x BR-SVM",0.93,0.02,0.05
"CC-RF x BR-SVMt",0.32,0.65,0.04
"CC-RF x BR-XGB",0.99,0,0.01
"CC-RF x BR+-SVM",0.73,0.02,0.25
"CC-RF x BR+-SVMt",0.06,0.38,0.56
"CC-RF x BR+-XGB",0.34,0.34,0.32
"CC-RF x CC-SVM",0.83,0.04,0.13
"CC-RF x CC-SVMt",0.2,0.37,0.44
"CC-RF x CC-XGB",0.75,0.02,0.22
"CC-RF x DBR-RF",0,1,0
"CC-RF x DBR-SVM",0.72,0.07,0.21
"CC-RF x DBR-SVMt",0.28,0.3,0.42
"CC-RF x DBR-XGB",0.64,0.31,0.06
"CC-RF x EBR-RF",1,0,0
"CC-RF x EBR-SVM",1,0,0
"CC-RF x EBR-SVMt",1,0,0
"CC-RF x EBR-XGB",1,0,0
"CC-RF x ECC-RF",1,0,0
"CC-RF x ECC-SVM",1,0,0
"CC-RF x ECC-SVMt",1,0,0
"CC-RF x ECC-XGB",0.99,0,0.01
"CC-RF x MBR-RF",0.03,0.97,0
"CC-RF x MBR-SVM",0.93,0.02,0.05
"CC-RF x MBR-SVMt",0.61,0.16,0.23
"CC-RF x MBR-XGB",0.97,0.01,0.02
"CC-RF x NS-RF",0,1,0
"CC-RF x NS-SVM",0.68,0.08,0.23
"CC-RF x NS-SVMt",0.39,0.04,0.57
"CC-RF x NS-XGB",0.61,0.04,0.35
"CC-RF x PruDent-RF",0.01,0.99,0
"CC-RF x PruDent-SVM",0.88,0.04,0.09
"CC-RF x PruDent-SVMt",0.29,0.49,0.23
"CC-RF x PruDent-XGB",0.92,0.05,0.02
"CC-RF x RDBR-RF",0,1,0
"CC-RF x RDBR-SVM",0.6,0.03,0.37
"CC-RF x RDBR-SVMt",0.07,0.11,0.82
"CC-RF x RDBR-XGB",0.28,0.2,0.51
"CC-SVM x BR-SVMt",0.14,0.85,0.01
